,add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_education_other,foreign_worker_info_inst,foreign_worker_info_major,foreign_worker_info_postal_code,foreign_worker_info_rel_occup_exp,foreign_worker_info_req_experience,foreign_worker_info_state,foreign_worker_info_training_comp,foreign_worker_ownership_interest,foreign_worker_yr_rel_edu_completed,fw_info_alt_edu_experience,fw_info_birth_country,fw_info_education_other,fw_info_postal_code,fw_info_rel_occup_exp,fw_info_req_experience,fw_info_training_comp,fw_info_yr_rel_edu_completed,fw_ownership_interest,ji_foreign_worker_live_on_premises,ji_fw_live_on_premises,ji_live_in_dom_svc_contract,ji_live_in_domestic_service,ji_offered_to_sec_j_foreign_worker,ji_offered_to_sec_j_fw,job_info_alt_cmb_ed_oth_yrs,job_info_alt_combo_ed,job_info_alt_combo_ed_exp,job_info_alt_combo_ed_other,job_info_alt_field,job_info_alt_field_name,job_info_alt_occ,job_info_alt_occ_job_title,job_info_alt_occ_num_months,job_info_combo_occupation,job_info_education,job_info_education_other,job_info_experience,job_info_experience_num_months,job_info_foreign_ed,job_info_foreign_lang_req,job_info_job_req_normal,job_info_job_title,job_info_major,job_info_training,job_info_training_field,job_info_training_num_months,job_info_work_city,job_info_work_postal_code,job_info_work_state,naics_2007_us_code,naics_2007_us_title,naics_code,naics_title,naics_us_code,naics_us_code_2007,naics_us_title,naics_us_title_2007,orig_case_no,orig_file_date,preparer_info_emp_completed,preparer_info_title,pw_amount_9089,pw_determ_date,pw_expire_date,pw_job_title_908,pw_job_title_9089,pw_level_9089,pw_soc_code,pw_soc_title,pw_source_name_9089,pw_source_name_other_9089,pw_track_num,pw_unit_of_pay_9089,rec_info_barg_rep_notified,recr_info_barg_rep_notified,recr_info_coll_teach_comp_proc,recr_info_coll_univ_teacher,recr_info_employer_rec_payment,recr_info_first_ad_start,recr_info_job_fair_from,recr_info_job_fair_to,recr_info_on_campus_recr_from,recr_info_on_campus_recr_to,recr_info_pro_org_advert_from,recr_info_pro_org_advert_to,recr_info_prof_org_advert_from,recr_info_prof_org_advert_to,recr_info_professional_occ,recr_info_radio_tv_ad_from,recr_info_radio_tv_ad_to,recr_info_second_ad_start,recr_info_sunday_newspaper,recr_info_swa_job_order_end,recr_info_swa_job_order_start,refile,ri_1st_ad_newspaper_name,ri_2nd_ad_newspaper_name,ri_2nd_ad_newspaper_or_journal,ri_campus_placement_from,ri_campus_placement_to,ri_coll_tch_basic_process,ri_coll_teach_pro_jnl,ri_coll_teach_select_date,ri_employee_referral_prog_from,ri_employee_referral_prog_to,ri_employer_web_post_from,ri_employer_web_post_to,ri_job_search_website_from,ri_job_search_website_to,ri_layoff_in_past_six_months,ri_local_ethnic_paper_from,ri_local_ethnic_paper_to,ri_posted_notice_at_worksite,ri_pvt_employment_firm_from,ri_pvt_employment_firm_to,ri_us_workers_considered,schd_a_sheepherder,us_economic_sector,wage_offer_from_9089,wage_offer_to_9089,wage_offer_unit_of_pay_9089,wage_offered_from_9089,wage_offered_to_9089,wage_offered_unit_of_pay_9089
1261,,,,,PERM,A-11039-52932,,,Certified,E-2,,JAPAN,2011-12-22,1651 E. GLENN CURTISS ST.,,CARSON,,,MITSUI-SOKO (U.S.A.) INC.,,,,90746.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carson,,CA,4931,Warehousing and Storage,,,,,,,,,,,38064.0,,,,Market Research Analyst,Level I,19-3021.00,Market Research Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,38064.0,,yr,,,
1262,,,,,PERM,A-11039-53028,,,Certified,H-1B,,JAPAN,2012-01-27,1600 BROADWAY,#21F,NEW YORK,,,HORIKO CAPITAL MANAGEMENT LLC,,,,10019.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,NY,523930,Investment Advice,,,,,,,,,,,58282.0,,,,Market Research Analyst,Level II,19-3021.00,Market Research Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,58282.0,,yr,,,
1263,,,,,PERM,A-11039-53056,,,Certified-Expired,B-2,,SOUTH KOREA,2011-10-21,1237 S. RAND RD,,LAKE ZURICH,,,V.I.P NAILS & SPA,,,,60047.0,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Zurich,,IL,812112,Beauty Salons,,,,,,,,,,,42224.0,,,,Salon Manager,Level III,39-1021.00,First-Line Supervisors/Managers of Personal Service Workers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,42224.0,,yr,,,
1264,,,,,PERM,A-11039-53060,,,Certified-Expired,H-1B,,INDIA,2011-10-17,500 FRANK W. BURR BLVD,SUITE # 50,TEANECK,,,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,,,,7666.0,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teaneck,,NJ,541512,Computer Systems Design Services,,,,,,,,,,,74360.0,,,,Computer Systems Analyst,Level II,15-1051.00,Computer Systems Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,84885.0,,yr,,,
1265,,,,,PERM,A-11039-53091,,,Certified,H-1B,,VENEZUELA,2012-03-28,PMB 151 PO BOX 70171,,SAN JUAN,,,BR GLOBAL LEARNING AND CONSULTING CORP.,,,,927.0,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAN JUAN,,PR,541511,Custom Computer Programming Services,,,,,,,,,,,44720.0,,,,SECURITY SPECIALIST,Level III,15-1071.01,Computer Security Specialists,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,55000.0,,yr,,,
1266,,,,,PERM,A-11039-53093,,,Certified-Expired,H-1B,,INDIA,2011-10-05,500 FRANK W. BURR BLVD,SUITE # 50,TEANECK,,,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,,,,7666.0,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teaneck,,NJ,541512,Computer Systems Design Services,,,,,,,,,,,74360.0,,,,Computer Systems Analyst,Level II,15-1051.00,Computer Systems Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,74360.0,,yr,,,
1267,,,,,PERM,A-11039-53175,,,Denied,B-2,,INDONESIA,2012-03-07,PO BOX 7911,,BEVERLY HILLS,,,WISEMAN DAWOODY,,,,90212.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverly Hills,,CA,814110,Private Households,,,,,,,,,,,22818.0,,,,General Houseworker,Level III,37-2012.00,Maids and Housekeeping Cleaners,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,22818.0,,yr,,,
1268,,,,,PERM,A-11039-53231,,,Certified,H-1B,,HONG KONG,2012-01-30,2714 STINGLE AVE,,ROSEMEAD,,,JP SERVICE INC,,,,91770.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rosemead,,CA,236,Construction of Buildings,,,,,,,,,,,34008.0,,,,interior designer,Level I,27-1025.00,Interior Designers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction,38400.0,,yr,,,
1269,,,,,PERM,A-11040-53274,,,Certified,H-2B,,PHILIPPINES,2012-01-31,160 CHALAN FANDANGO,,DEDEDO,,,ANTONIO CRUZ MENDOZA III DBA TONY'S WORKSHOP,,,,96929.0,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dededo,,GU,236220,Commercial and Institutional Building Construction,,,,,,,,,,,30763.0,,,,Air Conditioning Mechanic,Level III,49-9021.01,Heating and Air Conditioning Mechanics,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction,15.73,,hr,,,
1270,,,,,PERM,A-11040-53288,,,Certified-Expired,,,INDIA,2011-10-31,938 SENATE DRIVE,,DAYTON,,,"WEB YOGA, INC.",,,,45459.0,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dayton,,OH,541511,Custom Computer Programming Services,,,,,,,,,,,68994.0,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,69015.0,,yr,,,
1271,,,,,PERM,A-11040-53297,,,Denied,EWI,,MEXICO,2012-02-08,131 GLADWIN STREET,,STATEN ISLAND,,,SCENIC WINDOW AND WALL SYSTEM INSTALLERS INC,,,,10309.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staten Island,,NY,236116,New Multifamily Housing Construction (except Operative Builders),,,,,,,,,,,40581.0,,,,"Maintenance and Repair Workers, General",Level III,49-9042.00,"Maintenance and Repair Workers, General",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction,40581.0,,yr,,,
1272,,,,,PERM,A-11040-53325,,,Certified-Expired,H-1B,,INDIA,2011-10-17,500 FRANK W. BURR BLVD,SUITE # 50,TEANECK,,,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,,,,7666.0,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teaneck,,NJ,541512,Computer Systems Design Services,,,,,,,,,,,103834.0,,,,Computer Systems Analysts,Level IV,15-1051.00,Computer Systems Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,103834.0,,yr,,,
1273,,,,,PERM,A-11040-53388,,,Denied,B-2,,COSTA RICA,2011-10-28,544 ELM STREET,,WESTFIELD,,,COLICCHIO CONSTRUCTION LLC,,,,7090.0,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Westfield,,NJ,23611,Residential Building Construction,,,,,,,,,,,57616.0,,,,"Painters, Construction and Maintenance",Level IV,47-2141.00,"Painters, Construction and Maintenance",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction,57616.0,,yr,,,
1274,,,,,PERM,A-11040-53440,,,Certified,H-1B,,INDIA,2012-01-13,5775 MOREHOUSE DRIVE,,SAN DIEGO,,,"QUALCOMM, INC.",,,,92121.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,,CA,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,,,,,,,,,,83907.0,,,,"Electronics Engineers, Except Computer",Level II,17-2072.00,"Electronics Engineers, Except Computer",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,83907.0,102840.0,yr,,,
1275,,,,,PERM,A-11040-53475,,,Certified-Expired,H-1B,,INDIA,2011-10-21,"THE BEN CRAIG CENTER, SUITE 136",8701 MALLARD CREEK ROAD,CHARLOTTE,,,"REVEILLE TECHNOLOGIES,INC",,,,28262.0,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winston Salem,,NC,541511,Custom Computer Programming Services,,,,,,,,,,,59842.0,,,,Operations Research Analysts,Level III,15-2031.00,Operations Research Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,69098.0,,yr,,,
1276,,,,,PERM,A-11040-53490,,,Certified,H-1B,,INDIA,2011-12-09,5775 MOREHOUSE DRIVE,,SAN DIEGO,,,"QUALCOMM, INC.",,,,92121.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,,CA,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,,,,,,,,,,79498.0,,,,"Computer Software Engineers, Systems Software",Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,79498.0,114492.0,yr,,,
1277,,,,,PERM,A-11040-53585,,,Certified,H-1B,,BANGLADESH,2011-12-14,ONE CVS DRIVE,,WOONSOCKET,,,"CVS RX SERVICES, INC",,,,2895.0,RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porterville,,CA,446110,Pharmacies and Drug Stores,,,,,,,,,,,47.46,,,,Pharmacist,Level I,29-1051.00,Pharmacists,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail,65.0,,hr,,,
1278,,,,,PERM,A-11040-53602,,,Certified-Expired,H-1B,,INDIA,2011-10-20,"444 HIGHLAND DRIVE, MS036",,KOHLER,,,KOHLER CO.,,,,53044.0,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kohler,,WI,327111,Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing,,,,,,,,,,,73902.0,,,,Computer Systems Analyst,Level IV,15-1051.00,Computer Systems Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,73902.0,98400.0,yr,,,
1279,,,,,PERM,A-11040-53757,,,Certified,H-1B,,KENYA,2012-01-17,ONE CVS DRIVE,,WOONSOCKET,,,"CVS RX SERVICES, INC",,,,2895.0,RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huntsville,,TX,446110,Pharmacies and Drug Stores,,,,,,,,,,,21.68,,,,Pharmacist,Level I,29-1051.00,Pharmacists,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail,56.91,,hr,,,
1280,,,,,PERM,A-11040-53765,,,Certified,B-2,,MEXICO,2011-11-09,3415 W.WASHINGTON BLVD,,LOS ANGELES,,,CUSTOMCRAFT UPHOLSTERS INC,,,,90018.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles,,CA,811420,Reupholstery and Furniture Repair,,,,,,,,,,,19906.0,,,,Upholsterers,Level I,51-6093.00,Upholsterers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,19906.0,,yr,,,
1281,,,,,PERM,A-11040-53773,,,Denied,EWI,,MEXICO,2011-11-16,3415 W.WASHINGTON BLVD,,LOS ANGELES,,,CUSTOMCRAFT UPHOLSTERS INC,,,,90018.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles,,CA,811420,Reupholstery and Furniture Repair,,,,,,,,,,,38002.0,,,,"Bookkeeping, Accounting, and Auditing Clerks",Level III,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,38002.0,,yr,,,
1282,,,,,PERM,A-11041-53853,,,Denied,H-1B,,INDIA,2011-10-25,10 N MARTINGALE ROAD,SUITE 400,SCHAUMBURG,,,GLOBAL INFOTECH INC,,,,60173.0,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaumburg,,IL,541511,Custom Computer Programming Services,,,,,,,,,,,77522.0,,,,Sr. Software Engineer,Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,78000.0,,yr,,,
1283,,,,,PERM,A-11041-53921,,,Certified,EWI,,EL SALVADOR,2012-01-06,2903 M STREET NW,,WASHINGTON,,,ISABELLE GOETZ,,,,20007.0,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,,DC,812112,Beauty Salons,,,,,,,,,,,33072.0,,,,Hair Stylist,Level III,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,33072.0,,yr,,,
1284,,,,,PERM,A-11041-53928,,,Certified,H-1B,,INDIA,2012-03-30,5400 LAUREL SPRINGS PARKWAY,SUITE 902,SUWANEE,,,"GLOBAL RESOURCE MANAGEMENT, INC",,,,30024.0,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suwanee,,GA,541511,Custom Computer Programming Services,,,,,,,,,,,67808.0,,,,Operations Research Analysts,Level III,15-2031.00,Operations Research Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,67808.0,,yr,,,
1285,,,,,PERM,A-11041-53936,,,Certified,H-1B,,INDIA,2012-01-23,5775 MOREHOUSE DRIVE,,SAN DIEGO,,,"QUALCOMM, INC.",,,,92121.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,,CA,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,,,,,,,,,,83907.0,,,,"Electronics Engineers, Except Computer",Level II,17-2072.00,"Electronics Engineers, Except Computer",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,83907.0,117756.0,yr,,,
1286,,,,,PERM,A-11041-53972,,,Certified,F-1,,CHINA,2012-01-30,5775 MOREHOUSE DR,,SAN DIEGO,,,"QUALCOMM INNOVATION CENTER, INC.",,,,92121.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,,CA,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,,,,,,,,,,79498.0,,,,"Computer Software Engineers, Systems Software",Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,80336.0,120504.0,yr,,,
1287,,,,,PERM,A-11041-53984,,,Denied,H-1B,,INDIA,2011-10-25,10 N MARTINGALE ROAD,SUITE 400,SCHAUMBURG,,,GLOBAL INFOTECH INC,,,,60173.0,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaumburg,,IL,541511,Custom Computer Programming Services,,,,,,,,,,,77522.0,,,,Sr. Software Engineer,Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,78000.0,,yr,,,
1288,,,,,PERM,A-11041-53987,,,Certified-Expired,H-1B1,,SINGAPORE,2011-10-25,3040 POST OAK BLVD. SUITE 550,,HOUSTON,,,"ARGUS MEDIA, INC.",,,,77375.0,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,,TX,511120,Periodical Publishers,,,,,,,,,,,59072.0,,,,Reporters and Correspondents,Level IV,27-3022.00,Reporters and Correspondents,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,70000.0,90000.0,yr,,,
1289,,,,,PERM,A-11041-54018,,,Certified-Expired,Not in USA,,CHINA,2011-10-24,255 CUMBERLAND PARK WAY,,MECHANICSBURG,,,HONG KONG CHEF,,,,17055.0,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MECHANICSBURG,,PA,722110,Full-Service Restaurants,,,,,,,,,,,17.47,,,,CHEFS AND HEAD COOKS,Level III,35-1011.00,Chefs and Head Cooks,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospitality,17.47,,hr,,,
1290,,,,,PERM,A-11041-54040,,,Denied,H-4,,INDIA,2011-10-27,11124 SOUTH HIGHWAY 6,,SUGAR LAND,,,"SHUBH ENTERPRISES, INC. DBA PARK POINT MONTESSORI NORTH",,,,77478.0,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUGAR LAND,,TX,611110,Elementary and Secondary Schools,,,,,,,,,,,19947.0,,,,"PRESCHOOL TEACHERS, EXCEPT SPECIAL EDUCATION",Level II,25-2011.00,"Preschool Teachers, Except Special Education",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Educational Services,19947.0,,yr,,,
1291,,,,,PERM,A-11041-54054,,,Certified-Expired,H-1B,,SPAIN,2011-11-02,ONE MICROSOFT WAY,,REDMOND,,,MICROSOFT CORPORATION,,,,98052.0,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redmond,,WA,51121,Software Publishers,,,,,,,,,,,75629.0,,,,"Computer Software Engineers, Systems Software",Level I,15-1032.00,"Computer Software Engineers, Systems Software",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,81200.0,,yr,,,
1292,,,,,PERM,A-11041-54156,,,Certified,H-1B,,BRAZIL,2011-12-08,5775 MOREHOUSE DRIVE,,SAN DIEGO,,,"QUALCOMM, INC.",,,,92121.0,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,,CA,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,,,,,,,,,,136781.0,,,,Engineering Managers,Level III,11-9041.00,Engineering Managers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,136781.0,184500.0,yr,,,
1293,,,,,PERM,A-11042-54256,,,Certified,L-1,,INDIA,2011-12-28,"850 STEPHENSON HWY, STE 512",,TROY,,,SATYAM VENTURE ENGINEERING SERVICES,,,,48083.0,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Troy,,MI,541330,Engineering Services,,,,,,,,,,,66560.0,,,,Mechanical Engineer,Level I,17-2141.00,Mechanical Engineers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerospace,66560.0,,yr,,,
1294,,,,,PERM,A-11042-54268,,,Denied,,,MEXICO,2011-10-24,16 GUM TREE LA,,LAFAYETTE HILL,,,CAMP NOCK-A-MIXON,,,,19444.0,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kintnersville,,PA,721214,Recreational and Vacation Camps (except Campgrounds),,,,,,,,,,,42120.0,,,,Head Maintenance Worker,Level II,37-3019.00,"Grounds Maintenance Workers, All Other",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospitality,43000.0,,yr,,,
1295,,,,,PERM,A-11042-54302,,,Denied,H-1B,,INDIA,2011-10-25,10 N MARTINGALE ROAD,SUITE 400,SCHAUMBURG,,,GLOBAL INFOTECH INC,,,,60173.0,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaumburg,,IL,541511,Custom Computer Programming Services,,,,,,,,,,,77522.0,,,,Sr. Software Engineer,Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,78000.0,,yr,,,
1296,,,,,PERM,A-11042-54306,,,Certified,H-1B,,BRAZIL,2012-03-27,54 WEST 39TH STREET,,NEW YORK,,,CINTRA SOFTWARE & SERVICES,,,,10018.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York City,,NY,5415,Computer Systems Design and Related Services,,,,,,,,,,,95555.0,,,,"Computer Software Engineers, Applications",Level III,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,95555.0,,yr,,,
1297,,,,,PERM,A-11042-54341,,,Certified,H-1B,,BRAZIL,2012-03-27,54 WEST 39TH STREET,,NEW YORK,,,CINTRA SOFTWARE & SERVICES,,,,10018.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York City,,NY,5415,Computer Systems Design and Related Services,,,,,,,,,,,95555.2,,,,"Computer Software Engineers, Applications",Level III,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,95555.2,,yr,,,
1298,,,,,PERM,A-11042-54346,,,Certified,H-1B,,INDIA,2011-12-29,3231 N. WILKE ROAD,,ARLINGTON HEIGHTS,,,"INFINITE CONVERGENCE SOLUTIONS, INC",,,,60004.0,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Westford,,MA,33531,Electrical Equipment Manufacturing,,,,,,,,,,,93392.0,,,,"Software Developers, Systems Software",Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,94000.0,120000.0,yr,,,
1299,,,,,PERM,A-11042-54369,,,Certified,F-1,,SOUTH KOREA,2011-12-15,5700 HANOVER AVE.,,SPRINGFIELD,,,INTERNATIONAL CALVARY CHURCH,,,,22150.0,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springfield,,VA,813110,Religious Organizations,,,,,,,,,,,41059.0,,,,Instructional Coordinators,Level I,25-9031.00,Instructional Coordinators,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,41059.0,,yr,,,
